Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
733-33-4967,Giza,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,7:17 PM,Cash,166.80,4.76,8.34,6.30
608-27-6295,Cairo,Mandalay,Member,Male,Electronic accessories,52.89,6,15.87,333.21,1/19/2019,5:34 PM,Credit card,317.34,4.76,15.87,9.80
414-12-7047,Cairo,Mandalay,Normal,Male,Food and beverages,19.79,8,7.92,166.24,1/18/2019,12:04 PM,Ewallet,158.32,4.76,7.92,8.70
827-26-2100,Alex,Yangon,Member,Male,Home and lifestyle,33.84,9,15.23,319.79,3/21/2019,4:21 PM,Ewallet,304.56,4.76,15.23,8.80
175-54-2529,Alex,Yangon,Member,Male,Food and beverages,22.17,8,8.87,186.23,3/3/2019,5:01 PM,Credit card,177.36,4.76,8.87,9.60
139-52-2867,Giza,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.88,165.45,2/13/2019,10:50 AM,Credit card,157.57,4.76,7.88,4.80
407-63-8975,Alex,Yangon,Normal,Male,Food and beverages,73.88,6,22.16,465.44,3/23/2019,7:16 PM,Ewallet,443.28,4.76,22.16,4.40
342-65-4817,Giza,Naypyitaw,Member,Male,Health and beauty,86.80,3,13.02,273.42,1/28/2019,4:47 PM,Ewallet,260.40,4.76,13.02,9.90
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.49,472.31,2/9/2019,10:00 AM,Cash,449.82,4.76,22.49,5.70
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,1/23/2019,11:51 AM,Cash,307.76,4.76,15.39,7.70
851-28-6367,Alex,Yangon,Member,Male,Sports and travel,15.50,10,7.75,162.75,3/23/2019,10:55 AM,Ewallet,155.00,4.76,7.75,8.00
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.72,288.20,1/25/2019,3:00 PM,Ewallet,274.48,4.76,13.72,5.70
586-25-0848,Alex,Yangon,Normal,Female,Sports and travel,12.34,7,4.32,90.70,3/4/2019,11:19 AM,Credit card,86.38,4.76,4.32,6.70
895-66-0685,Cairo,Mandalay,Member,Male,Food and beverages,18.08,3,2.71,56.95,3/5/2019,7:46 PM,Ewallet,54.24,4.76,2.71,8.00
305-14-0245,Cairo,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.80,793.72,3/3/2019,7:00 PM,Ewallet,755.92,4.76,37.80,7.50
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.29,195.17,2/8/2019,10:53 AM,Cash,185.88,4.76,9.29,7.00
400-60-7251,Alex,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.70,77.77,2/10/2019,12:50 PM,Ewallet,74.07,4.76,3.70,9.90
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.96,293.20,1/28/2019,8:50 PM,Credit card,279.24,4.76,13.96,5.90
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.56,242.68,2/11/2019,10:39 AM,Credit card,231.12,4.76,11.56,7.20
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,1/15/2019,1:41 PM,Ewallet,147.04,4.76,7.35,4.60
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.80,9,39.51,829.71,3/16/2019,7:08 PM,Cash,790.20,4.76,39.51,9.20
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,8:23 PM,Ewallet,102.20,4.76,5.11,5.70
831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,8.18,171.73,3/19/2019,11:30 AM,Credit card,163.55,4.76,8.18,9.90
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78.00,1/13/2019,7:30 PM,Cash,74.29,4.76,3.71,5.00
848-24-9445,Giza,Naypyitaw,Member,Male,Health and beauty,43.70,2,4.37,91.77,3/26/2019,6:03 PM,Cash,87.40,4.76,4.37,4.90
856-22-8149,Alex,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,3/23/2019,10:13 AM,Ewallet,25.29,4.76,1.26,6.10
699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.50,4,8.30,174.30,3/12/2019,7:58 PM,Credit card,166.00,4.76,8.30,8.20
420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.85,374.80,2/17/2019,7:57 PM,Credit card,356.95,4.76,17.85,5.50
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.75,120.65,1/29/2019,10:01 AM,Credit card,114.90,4.76,5.75,6.80
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,11.50,241.46,3/15/2019,11:57 AM,Cash,229.96,4.76,11.50,6.60
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,1/14/2019,10:02 AM,Cash,429.87,4.76,21.49,9.80
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.90,10,12.95,271.95,2/6/2019,2:51 PM,Ewallet,259.00,4.76,12.95,8.70
394-43-4238,Cairo,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.44,93.29,2/15/2019,12:42 PM,Credit card,88.85,4.76,4.44,5.40
749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,10.36,217.63,1/3/2019,12:02 PM,Ewallet,207.27,4.76,10.36,7.90
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.99,629.84,1/4/2019,6:19 PM,Credit card,599.85,4.76,29.99,9.70
263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.27,299.57,3/18/2019,5:38 PM,Ewallet,285.30,4.76,14.27,7.80
573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,95.67,3/28/2019,1:41 PM,Ewallet,91.11,4.76,4.56,5.10
817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.88,942.45,3/2/2019,7:42 PM,Credit card,897.57,4.76,44.88,6.50
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.80,247.87,1/25/2019,8:24 PM,Ewallet,236.07,4.76,11.80,5.90
677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,1/16/2019,6:08 PM,Cash,839.34,4.76,41.97,8.80
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,7:17 PM,Ewallet,461.80,4.76,23.09,4.90
656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,6.96,146.22,1/4/2019,1:24 PM,Credit card,139.26,4.76,6.96,4.40
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,10.36,217.63,3/11/2019,3:53 PM,Cash,207.27,4.76,10.36,6.50
802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,3/22/2019,3:05 PM,Credit card,18.28,4.76,0.91,8.30
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,3/24/2019,6:27 PM,Cash,123.85,4.76,6.19,8.50
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.20,298.12,2/21/2019,4:55 PM,Cash,283.92,4.76,14.20,5.50
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.95,796.91,2/12/2019,12:58 PM,Ewallet,758.96,4.76,37.95,8.70
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,8.60,180.62,3/10/2019,6:59 PM,Credit card,172.02,4.76,8.60,7.90
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.61,285.71,1/31/2019,1:44 PM,Ewallet,272.10,4.76,13.61,6.10
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,21.73,456.29,3/6/2019,1:46 PM,Ewallet,434.56,4.76,21.73,5.40
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.95,62.00,2/17/2019,6:06 PM,Cash,59.05,4.76,2.95,9.40
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.63,13.17,2/21/2019,12:38 PM,Cash,12.54,4.76,0.63,8.20
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.25,2,4.33,90.83,3/20/2019,3:56 PM,Cash,86.50,4.76,4.33,6.20
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.04,1/11/2019,2:29 PM,Credit card,174.32,4.76,8.72,9.70
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.22,655.55,1/26/2019,7:14 PM,Ewallet,624.33,4.76,31.22,4.00
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.41,155.65,1/31/2019,4:24 PM,Ewallet,148.24,4.76,7.41,9.70
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.70,6,27.21,571.41,2/26/2019,10:52 AM,Cash,544.20,4.76,27.21,5.30
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,3/11/2019,12:55 PM,Ewallet,507.36,4.76,25.37,7.40
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.14,170.88,1/26/2019,7:28 PM,Cash,162.74,4.76,8.14,6.50
545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,3,1.59,33.36,3/12/2019,1:52 PM,Credit card,31.77,4.76,1.59,8.70
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.84,794.65,2/11/2019,10:54 AM,Cash,756.81,4.76,37.84,8.00
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,14.76,310.04,2/21/2019,6:31 PM,Cash,295.28,4.76,14.76,6.70
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,6:24 PM,Ewallet,519.40,4.76,25.97,6.50
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,1/20/2019,6:09 PM,Ewallet,186.28,4.76,9.31,4.10
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.35,91.40,1/28/2019,3:16 PM,Credit card,87.05,4.76,4.35,4.90
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.06,232.16,3/5/2019,5:07 PM,Credit card,221.10,4.76,11.06,8.60
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,3.31,69.41,3/2/2019,7:26 PM,Cash,66.10,4.76,3.31,4.30
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.17,1/11/2019,11:20 AM,Ewallet,89.69,4.76,4.48,4.90
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.68,1/11/2019,4:49 PM,Credit card,224.46,4.76,11.22,5.60
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,5.98,125.52,3/11/2019,12:01 PM,Credit card,119.54,4.76,5.98,5.80
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.20,2,9.32,195.72,2/28/2019,6:37 PM,Credit card,186.40,4.76,9.32,6.00
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25 AM,Cash,250.60,4.76,12.53,4.20
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.55,788.51,2/2/2019,6:42 PM,Credit card,750.96,4.76,37.55,8.30
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,1/1/2019,2:47 PM,Cash,380.72,4.76,19.04,5.70
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.40,3,12.21,256.41,2/9/2019,7:43 PM,Cash,244.20,4.76,12.21,4.80
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,4.49,94.19,1/23/2019,2:04 PM,Ewallet,89.70,4.76,4.49,6.80
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.42,1/7/2019,4:11 PM,Credit card,310.88,4.76,15.54,8.80
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,1/14/2019,7:06 PM,Credit card,511.42,4.76,25.57,4.20
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.95,439.90,2/2/2019,3:34 PM,Ewallet,418.95,4.76,20.95,6.40
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.60,369.50,3/17/2019,7:06 PM,Credit card,351.90,4.76,17.60,8.40
883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.44,30.22,3/2/2019,7:44 PM,Credit card,28.78,4.76,1.44,7.20
290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22 AM,Cash,95.00,4.76,4.75,5.20
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.90,8,23.56,494.76,1/6/2019,11:23 AM,Cash,471.20,4.76,23.56,8.90
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.52,137.00,1/29/2019,2:12 PM,Cash,130.48,4.76,6.52,9.00
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,3.32,69.67,1/31/2019,10:46 AM,Credit card,66.35,4.76,3.32,9.70
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,2/5/2019,10:16 AM,Ewallet,155.46,4.76,7.77,8.70
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38 PM,Ewallet,129.00,4.76,6.45,6.50
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.19,276.95,2/7/2019,1:05 PM,Credit card,263.76,4.76,13.19,6.90
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,33.78,709.32,3/19/2019,1:25 PM,Ewallet,675.54,4.76,33.78,6.20
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,2:53 PM,Ewallet,65.80,4.76,3.29,5.60
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.30,4,7.66,160.86,3/13/2019,7:22 PM,Cash,153.20,4.76,7.66,5.70
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,11:00 AM,Cash,222.40,4.76,11.12,4.20
154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,1,2.72,57.17,2/26/2019,7:24 PM,Ewallet,54.45,4.76,2.72,7.90
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.40,7,34.44,723.24,3/12/2019,12:43 PM,Credit card,688.80,4.76,34.44,8.70
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.09,148.97,3/14/2019,5:22 PM,Credit card,141.88,4.76,7.09,6.90
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.60,10,37.30,783.30,1/8/2019,8:55 PM,Cash,746.00,4.76,37.30,9.50
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,1/5/2019,4:05 PM,Credit card,282.96,4.76,14.15,4.40
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,1:34 PM,Ewallet,355.40,4.76,17.77,7.00
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.86,354.01,3/6/2019,6:13 PM,Ewallet,337.15,4.76,16.86,6.30
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.11,44.35,1/3/2019,7:17 PM,Cash,42.24,4.76,2.11,9.70
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,1/7/2019,11:44 AM,Credit card,193.86,4.76,9.69,8.80
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.20,25.26,1/27/2019,3:51 PM,Cash,24.06,4.76,1.20,5.10
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.91,628.17,2/26/2019,4:52 PM,Ewallet,598.26,4.76,29.91,7.90
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.58,1/7/2019,8:52 PM,Cash,335.79,4.76,16.79,6.20
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,5:36 PM,Cash,218.20,4.76,10.91,7.10
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.08,400.76,2/2/2019,1:23 PM,Ewallet,381.68,4.76,19.08,6.40
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.50,745.40,3/20/2019,4:28 PM,Cash,709.90,4.76,35.50,5.70
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,7:57 PM,Credit card,440.20,4.76,22.01,9.60
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,2/15/2019,5:01 PM,Credit card,559.68,4.76,27.98,6.40
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37.00,1,1.85,38.85,3/6/2019,1:29 PM,Credit card,37.00,4.76,1.85,7.90
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.11,1/6/2019,11:09 AM,Cash,15.34,4.76,0.77,6.50
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.95,628.93,3/4/2019,3:02 PM,Ewallet,598.98,4.76,29.95,8.50
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.53,200.21,3/12/2019,2:21 PM,Cash,190.68,4.76,9.53,9.10
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,6:01 PM,Cash,333.40,4.76,16.67,7.60
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.74,78.60,3/24/2019,2:49 PM,Cash,74.86,4.76,3.74,6.90
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.69,224.44,1/31/2019,12:02 PM,Cash,213.75,4.76,10.69,9.50
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,1/25/2019,1:30 PM,Credit card,339.57,4.76,16.98,5.20
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,2/3/2019,2:38 PM,Cash,664.16,4.76,33.21,4.20
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.30,10,20.15,423.15,1/24/2019,5:37 PM,Credit card,403.00,4.76,20.15,7.00
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.70,3/14/2019,5:20 PM,Ewallet,194.95,4.76,9.75,6.00
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.12,65.60,2/18/2019,8:29 PM,Cash,62.48,4.76,3.12,4.70
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,1/21/2019,10:00 AM,Cash,72.72,4.76,3.64,7.10
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,3/13/2019,11:46 AM,Ewallet,181.10,4.76,9.06,5.90
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,1:42 PM,Cash,259.60,4.76,12.98,7.50
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,3/29/2019,2:44 PM,Cash,115.36,4.76,5.77,6.40
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,1/10/2019,2:16 PM,Ewallet,470.28,4.76,23.51,5.80
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.00,252.04,1/25/2019,3:54 PM,Cash,240.04,4.76,12.00,4.50
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,1/19/2019,10:21 AM,Cash,88.61,4.76,4.43,7.70
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,1/2/2019,6:09 PM,Credit card,199.64,4.76,9.98,6.70
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,40.96,3/12/2019,4:46 PM,Credit card,39.01,4.76,1.95,4.70
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.43,51.04,2/25/2019,3:31 PM,Cash,48.61,4.76,2.43,4.40
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215.00,3/18/2019,5:15 PM,Credit card,204.76,4.76,10.24,4.70
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,2/23/2019,12:29 PM,Cash,119.68,4.76,5.98,8.60
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.20,7,25.27,530.67,3/26/2019,8:14 PM,Ewallet,505.40,4.76,25.27,4.30
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,3/30/2019,1:22 PM,Cash,281.61,4.76,14.08,9.60
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,2/17/2019,5:09 PM,Cash,710.32,4.76,35.52,4.10
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.97,83.41,3/21/2019,10:40 AM,Ewallet,79.44,4.76,3.97,4.70
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,3/5/2019,5:43 PM,Cash,163.82,4.76,8.19,7.80
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,503.56,1/31/2019,2:04 PM,Cash,479.58,4.76,23.98,5.50
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,2/5/2019,7:05 PM,Ewallet,138.66,4.76,6.93,9.70
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.56,74.71,2/1/2019,10:08 AM,Credit card,71.15,4.76,3.56,4.40
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,7.00,146.95,3/7/2019,1:12 PM,Cash,139.95,4.76,7.00,5.00
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.07,820.37,2/10/2019,8:51 PM,Cash,781.30,4.76,39.07,4.40
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,2/14/2019,5:29 PM,Cash,198.74,4.76,9.94,5.20
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.16,66.40,2/9/2019,10:25 AM,Cash,63.24,4.76,3.16,7.30
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.70,392.65,1/10/2019,11:34 AM,Cash,373.95,4.76,18.70,4.90
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,3/11/2019,6:58 PM,Credit card,207.69,4.76,10.38,8.10
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,2/18/2019,4:28 PM,Ewallet,176.28,4.76,8.81,8.40
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,2/26/2019,8:26 PM,Cash,206.37,4.76,10.32,5.50
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,1/18/2019,3:08 PM,Cash,39.42,4.76,1.97,8.40
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.58,96.14,2/15/2019,6:03 PM,Ewallet,91.56,4.76,4.58,9.80
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.44,324.29,3/8/2019,1:21 PM,Cash,308.85,4.76,15.44,6.70
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,1/17/2019,12:48 PM,Credit card,129.12,4.76,6.46,9.40
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,3/12/2019,7:53 PM,Ewallet,390.96,4.76,19.55,6.40
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.95,523.85,3/9/2019,7:09 PM,Cash,498.90,4.76,24.95,5.40
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,3/12/2019,4:30 PM,Cash,377.04,4.76,18.85,8.60
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,1/25/2019,10:11 AM,Credit card,204.52,4.76,10.23,4.00
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,3/25/2019,1:07 PM,Cash,145.44,4.76,7.27,7.60
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,2/7/2019,6:48 PM,Cash,198.18,4.76,9.91,6.80
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.90,3,4.94,103.64,2/17/2019,5:27 PM,Credit card,98.70,4.76,4.94,9.10
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,2/3/2019,3:59 PM,Cash,385.10,4.76,19.26,5.50
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,2.35,49.31,3/14/2019,11:21 AM,Credit card,46.96,4.76,2.35,7.90
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.70,5,3.68,77.18,3/24/2019,1:48 PM,Ewallet,73.50,4.76,3.68,8.50
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,3/21/2019,10:17 AM,Credit card,142.25,4.76,7.11,9.10
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.40,9,34.38,721.98,3/19/2019,3:49 PM,Ewallet,687.60,4.76,34.38,7.50
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.39,365.09,2/24/2019,1:02 PM,Cash,347.70,4.76,17.39,5.20
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.10,3/28/2019,12:58 PM,Credit card,142.95,4.76,7.15,9.50
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,2/5/2019,3:26 PM,Credit card,385.38,4.76,19.27,8.90
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,2/10/2019,6:23 PM,Credit card,144.27,4.76,7.21,7.80
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,3/5/2019,7:06 PM,Ewallet,391.79,4.76,19.59,8.90
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.90,7,26.92,565.22,2/15/2019,8:21 PM,Cash,538.30,4.76,26.92,7.70
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.26,509.41,1/30/2019,4:24 PM,Ewallet,485.15,4.76,24.26,9.30
